text,p_label,g_label,origin,sterilized_text,cleaned_text,pred_g_label,reasons_g_label
"First, apply for a PTIN by submitting personal information (including your social security number) and a previous years tax return. This can be done online at http://www.irs.gov. Getting a PTIN will register you as an unenrolled preparer, granting you the minimum level of clearance to prepare federal taxes. Note that this application will require to disclose and explain any felony convictions or problems with your tax obligations. CPAs and tax attorneys must obtain a license in the",,False,10,first apply for a ptin by submitting personal information including your social security number and a previous years tax return this can be done online at getting a ptin will register you as an unenrolled preparer granting you the minimum level of clearance to prepare federal taxes note that this application will require to disclose and explain any felony convictions or problems with your tax obligations cpas and tax attorneys must obtain a license in the,"First, apply for a PTIN by submitting personal information (including your social security number) and a previous years tax return. This can be done online at http://www.irs.gov. Getting a PTIN will register you as an unenrolled preparer, granting you the minimum level of clearance to prepare federal taxes. Note that this application will require to disclose and explain any felony convictions or problems with your tax obligations. CPAs and tax attorneys must obtain a license in the",0,"['Specific Detail', 'Technical Jargon', 'Domain-Specific Knowledge']"
"Article 2. This Order shall enter into force on the date of its signature. Done at place, on date Signature",,True,10,article this order shall enter into force on the date of its signature done at place on date signature,"Article 2. This Order shall enter into force on the date of its signature. Done at place, on date Signature",1,"['Overly Formal Tone', 'Predictable Structure', 'Generic Content']"
Customs duties shall be imposed on goods imported into the customs territory of the Union and on goods exported from the customs territory of the Union. Customs duties shall be collected by the customs authorities of the Member States. The rate of duty applicable to a particular good shall be determined in accordance with the applicable legislation of the Union or the relevant international agreements. The legislation of the Union shall lay down the procedures for the collection and payment of customs duties and shall determine the circumstances in which goods may,,True,10,customs duties shall be imposed on goods imported into the customs territory of the union and on goods exported from the customs territory of the union customs duties shall be collected by the customs authorities of the member states the rate of duty applicable to a particular good shall be determined in accordance with the applicable legislation of the union or the relevant international agreements the legislation of the union shall lay down the procedures for the collection and payment of customs duties and shall determine the circumstances in which goods may,Customs duties shall be imposed on goods imported into the customs territory of the Union and on goods exported from the customs territory of the Union. Customs duties shall be collected by the customs authorities of the Member States. The rate of duty applicable to a particular good shall be determined in accordance with the applicable legislation of the Union or the relevant international agreements. The legislation of the Union shall lay down the procedures for the collection and payment of customs duties and shall determine the circumstances in which goods may,1,"['Overly Formal Tone', 'Predictable Structure', 'Generic Content', 'Technical Jargon']"
"Overseen by the Ministry of Defence, the cadets is one of the UKs largest youth bodies with 130,000 members. The MoD has paid more than Â£2m to cadet abuse victims, and says it has robust procedures in place to protect cadets. According to Freedom of Information requests, in the last five years 363 sexual abuse allegations both historical and current have been made across the UK for the Army, Air and Sea Cadets. Some 282 cases",,False,10,overseen by the ministry of defence the cadets is one of the uks largest youth bodies with members the mod has paid more than a2m to cadet abuse victims and says it has robust procedures in place to protect cadets according to freedom of information requests in the last five years sexual abuse allegations both historical and current have been made across the uk for the army air and sea cadets some cases,"Overseen by the Ministry of Defence, the cadets is one of the UKs largest youth bodies with 130,000 members. The MoD has paid more than A2m to cadet abuse victims, and says it has robust procedures in place to protect cadets. According to Freedom of Information requests, in the last five years 363 sexual abuse allegations both historical and current have been made across the UK for the Army, Air and Sea Cadets. Some 282 cases",0,"['Specific Detail', 'Unsupported Claims', 'Technical Jargon', 'Formatting Errors']"
"to allow further consideration by EU member states, as appropriate, of the implementation or extension of those provisions which have already been adopted under Article 3(2);",,True,10,to allow further consideration by eu member states as appropriate of the implementation or extension of those provisions which have already been adopted under article,"to allow further consideration by EU member states, as appropriate, of the implementation or extension of those provisions which have already been adopted under Article 3(2);",1,"['Overly Formal Tone', 'Unnatural Phrasing', 'Predictable Structure']"
"We have a multitude of different genres and sounds to choose from. Take a look at our selection below, or find your own sound. Get a Sample Song Weve put together a few samples of what we offer. Click on the song youd like to hear. Try before you buy. If you want to try our service before you buy, we offer a 30 day demo. Please note the audio quality is not great, but is adequate",,True,10,we have a multitude of different genres and sounds to choose from take a look at our selection below or find your own sound get a sample song we have put together a few samples of what we offer click on the song you would like to hear try before you buy if you want to try our service before you buy we offer a day demo please note the audio quality is not great but is adequate,"We have a multitude of different genres and sounds to choose from. Take a look at our selection below, or find your own sound. Get a Sample Song Weve put together a few samples of what we offer. Click on the song youd like to hear. Try before you buy. If you want to try our service before you buy, we offer a 30 day demo. Please note the audio quality is not great, but is adequate",1,"['Repetitive Phrases', 'Overly Formal Tone', 'Generic Content', 'Unnatural Phrasing']"
"Article 9. The Commission shall, in liaison with the Member States, study the possibility of introducing a Community procedure for the investigation of complaints by the public authorities, consumers or undertakings. Article 10. The Commission shall ensure the establishment and functioning of a Community information service and shall also prepare a draft bill for the establishment of a Community information agency. Article 11. The Commission shall, on the basis of the report of the Court of Auditors, draw up and submit to",,True,10,article the commission shall in liaison with the member states study the possibility of introducing a community procedure for the investigation of complaints by the public authorities consumers or undertakings article the commission shall ensure the establishment and functioning of a community information service and shall also prepare a draft bill for the establishment of a community information agency article the commission shall on the basis of the report of the court of auditors draw up and submit to,"Article 9. The Commission shall, in liaison with the Member States, study the possibility of introducing a Community procedure for the investigation of complaints by the public authorities, consumers or undertakings. Article 10. The Commission shall ensure the establishment and functioning of a Community information service and shall also prepare a draft bill for the establishment of a Community information agency. Article 11. The Commission shall, on the basis of the report of the Court of Auditors, draw up and submit to",1,"['Overly Formal Tone', 'Predictable Structure', 'Uniform Punctuation', 'Generic Content']"
"If youre not sure what to do, its always a good idea to ask other YouTubers for advice. Check out the YouTube page for the most popular YouTubers in your area. 5. Get a sponsor. One of the best ways to increase your visibility is to use your social media channels to attract sponsorships and endorsements. Find sponsors who would be willing to pay you to promote their products or services. They could be partners,",,True,10,if you are not sure what to do its always a good idea to ask other youtubers for advice check out the youtube page for the most popular youtubers in your area get a sponsor one of the best ways to increase your visibility is to use your social media channels to attract sponsorships and endorsements find sponsors who would be willing to pay you to promote their products or services they could be partners,"If youre not sure what to do, its always a good idea to ask other YouTubers for advice. Check out the YouTube page for the most popular YouTubers in your area. 5. Get a sponsor. One of the best ways to increase your visibility is to use your social media channels to attract sponsorships and endorsements. Find sponsors who would be willing to pay you to promote their products or services. They could be partners,",1,"['Predictable Structure', 'Generic Content', 'Over-Explanation', 'Unnatural Phrasing']"
"might watch a dvd, got school tomorrow getting up early :/ only half day though x",,False,10,might watch a dvd got school tomorrow getting up early only half day though x,"might watch a dvd, got school tomorrow getting up early :/ only half day though x",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"Just finished updating the Acoustic PM Myspace Thanks so much if you tuned in, hope you enjoyed it and can tune in",,False,10,just finished updating the acoustic pm myspace thanks so much if you tuned in hope you enjoyed it and can tune in,"Just finished updating the Acoustic PM Myspace Thanks so much if you tuned in, hope you enjoyed it and can tune in",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
"I only recently read Pride and Prejudice, and loved it so well that near the end I could hardly dare to put it down. And once finished, I hated to see it end and wanted to know what happened further with the characters.Thus it was such a pleasure to read Ms. Birchalls book and get to continue the saga. The read was most enjoyable, and",,False,10,i only recently read pride and prejudice and loved it so well that near the end i could hardly dare to put it down and once finished i hated to see it end and wanted to know what happened further with the characters thus it was such a pleasure to read ms birchalls book and get to continue the saga the read was most enjoyable and,"I only recently read Pride and Prejudice, and loved it so well that near the end I could hardly dare to put it down. And once finished, I hated to see it end and wanted to know what happened further with the characters.Thus it was such a pleasure to read Ms. Birchalls book and get to continue the saga. The read was most enjoyable, and",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail', 'Colloquialisms']"
"Contact the DMV for more information. Use our free map to find a graffiti removal company near you! If you have any questions, please contact us at PI:KEY or PI:EMAIL. By using this site, you agree to follow and be bound by these terms of use (Terms). We reserve the right to make changes to these Terms from time to time without notice. Your continued use of the site following posting of changes constitutes acceptance of those changes. The date shown on each",,True,10,contact the dmv for more information use our free map to find a graffiti removal company near you if you have any questions please contact us at pi key or pi email by using this site you agree to follow and be bound by these terms of use terms we reserve the right to make changes to these terms from time to time without notice your continued use of the site following posting of changes constitutes acceptance of those changes the date shown on each,"Contact the DMV for more information. Use our free map to find a graffiti removal company near you! If you have any questions, please contact us at PI:KEY or PI:EMAIL. By using this site, you agree to follow and be bound by these terms of use (Terms). We reserve the right to make changes to these Terms from time to time without notice. Your continued use of the site following posting of changes constitutes acceptance of those changes. The date shown on each",1,"['Repetitive Phrases', 'Overly Formal Tone', 'Predictable Structure', 'Lack of Typos', 'Unnatural Phrasing']"
Completed my first Focus Group! 3 in a row infact! not so difficult I must admit..everybody should try it..,,False,10,completed my first focus group in a row infact not so difficult i must admit everybody should try it,Completed my first Focus Group! 3 in a row infact! not so difficult I must admit..everybody should try it..,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"If pressing the Home button a second time doesnt do anything, youre already on the Home Screen. You can also close the app by doublepressing the Home button and then swiping up on the apps page. After a moment, it will begin wiggling, which means that it is ready to be moved. Be sure not to press down hard on the apps icon since doing so may invoke your iPads 3D Touch mechanic, which wont let you move the app. You",,False,10,if pressing the home button a second time does not do anything you are already on the home screen you can also close the app by doublepressing the home button and then swiping up on the apps page after a moment it will begin wiggling which means that it is ready to be moved be sure not to press down hard on the apps icon since doing so may invoke your ipads 3d touch mechanic which will not let you move the app you,"If pressing the Home button a second time doesnt do anything, youre already on the Home Screen. You can also close the app by doublepressing the Home button and then swiping up on the apps page. After a moment, it will begin wiggling, which means that it is ready to be moved. Be sure not to press down hard on the apps icon since doing so may invoke your iPads 3D Touch mechanic, which wont let you move the app. You",1,"['Repetitive Phrases', 'Over-Explanation', 'Technical Jargon', 'Unnatural Phrasing']"
"Article 1. For Community and national food aid operations under international agreements or other supplementary programmes, and other Community free supply measures, the refunds applicable to cereals and rice sector products shall be as set out in the Annex. Article 2. This Regulation shall enter into force on 1 June 2007. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 May 2007.",,False,10,article for community and national food aid operations under international agreements or other supplementary programmes and other community free supply measures the refunds applicable to cereals and rice sector products shall be as set out in the annex article this regulation shall enter into force on june this regulation shall be binding in its entirety and directly applicable in all member states done at brussels may,"Article 1. For Community and national food aid operations under international agreements or other supplementary programmes, and other Community free supply measures, the refunds applicable to cereals and rice sector products shall be as set out in the Annex. Article 2. This Regulation shall enter into force on 1 June 2007. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 May 2007.",0,"['Technical Jargon', 'Specific Detail', 'Domain-Specific Knowledge', 'Uniform Punctuation']"
"monkey.org  SUPPORT       Dear jose Your password will expire in 24 Hours time (26th August, 2021) Kindly confirm password to continue using same password.         Confirm Password     Note: monkey.org Support will not be responsible for any login malfunction after this warning and no verification response.   Thanks and Regards, monkey.org Support (C) 2021 Secured Service. - This email was sent on 25th August 2021   Please do not reply to this email. This auto-mailbox is not monitored and you will not receive a response.",True,False,11,monkey org support dear jose your password will expire in hours time 26th august kindly confirm password to continue using same password confirm password note monkey org support will not be responsible for any login malfunction after this warning and no verification response thanks and regards monkey org support c secured service this email was sent on 25th august please do not reply to this email this auto mailbox is not monitored and you will not receive a response,"monkey.org  SUPPORT       Dear jose Your password will expire in 24 Hours time (26th August, 2021) Kindly confirm password to continue using same password.         Confirm Password     Note: monkey.org Support will not be responsible for any login malfunction after this warning and no verification response.   Thanks and Regards, monkey.org Support (C) 2021 Secured Service. - This email was sent on 25th August 2021   Please do not reply to this email. This auto-mailbox is not monitored and you will not receive a response.",1,"['Unnatural Phrasing', 'Overly Formal Tone', 'Generic Content', 'Formatting Errors']"
"On Fri, 8 Feb 2008, Paolo Cravero wrote:

> Don't forget that sa-learn remembers which messages have been learned. 
> Once your old messages have all been learned, you need to feed to it 
> only new arrivals, that is since the last sa-learn run. No need to keep 
> 180 days worth of ham and spam in the temp folder!

Agreed. I rotate learning mailboxes to historical names monthly.

In other words, everybody has SpamAssassin-SPAM and SpamAssassin-HAM mail 
folders that sa-learn processes nightly, then on the first of the month 
those get moved to somthing like SpamAssassin-x-YYYYMM.

In addition, the script that launches sa-learn only tells it about 
learning folders that have been modified in the last three days.

-- 
  John Hardin KA7OHZ                    http://www.impsec.org/~jhardin/
  ewhxebq@impsec.org    FALaholic #11174     pgpk -a ewhxebq@impsec.org
  key: 0xB8732E79 -- 2D8C 34F4 6411 F507 136C  AF76 D822 E6E6 B873 2E79
-----------------------------------------------------------------------
   Homeland Security: Specializing in Tactical Band-aids for Strategic
   Problems.                       -- Eric K. in Bruce Schneier's blog
-----------------------------------------------------------------------
  4 days until Abraham Lincoln's and Charles Darwin's 199th Birthdays",False,False,9,on fri feb paolo cravero wrote do not forget that sa learn remembers which messages have been learned once your old messages have all been learned you need to feed to it only new arrivals that is since the last sa learn run no need to keep days worth of ham and spam in the temp folder agreed i rotate learning mailboxes to historical names monthly in other words everybody has spamassassin spam and spamassassin ham mail folders that sa learn processes nightly then on the first of the month those get moved to somthing like spamassassin x yyyymm in addition the script that launches sa learn only tells it about learning folders that have been modified in the last three days john hardin ka7ohz falaholic pgpk a key 0xb8732e79 2d8c 34f4 f507 136c af76 d822 e6e6 b873 2e79 homeland security specializing in tactical band aids for strategic problems eric k in bruce schneier s blog days until abraham lincoln s and charles darwin s 199th birthdays,"On Fri, 8 Feb 2008, Paolo Cravero wrote:

> Don't forget that sa-learn remembers which messages have been learned. 
> Once your old messages have all been learned, you need to feed to it 
> only new arrivals, that is since the last sa-learn run. No need to keep 
> 180 days worth of ham and spam in the temp folder!

Agreed. I rotate learning mailboxes to historical names monthly.

In other words, everybody has SpamAssassin-SPAM and SpamAssassin-HAM mail 
folders that sa-learn processes nightly, then on the first of the month 
those get moved to somthing like SpamAssassin-x-YYYYMM.

In addition, the script that launches sa-learn only tells it about 
learning folders that have been modified in the last three days.

-- 
  John Hardin KA7OHZ                    http://www.impsec.org/~jhardin/
  ewhxebq@impsec.org    FALaholic #11174     pgpk -a ewhxebq@impsec.org
  key: 0xB8732E79 -- 2D8C 34F4 6411 F507 136C  AF76 D822 E6E6 B873 2E79
-----------------------------------------------------------------------
   Homeland Security: Specializing in Tactical Band-aids for Strategic
   Problems.                       -- Eric K. in Bruce Schneier's blog
-----------------------------------------------------------------------
  4 days until Abraham Lincoln's and Charles Darwin's 199th Birthdays",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail', 'Formatting Errors']"
"But, the dvd skips and freezes up in places.",,False,10,but the dvd skips and freezes up in places,"But, the dvd skips and freezes up in places.",0,"['Colloquialisms', 'Emotional Language', 'Specific Detail']"
"The Annex of Decision 97/4/EC in respect of the United States of America (pages 26 to 28 inclusive) is replaced by the Annex to the present Decision. Article 2. The list of establishments contained in this Annex shall cease to be applicable after 30 September 1997. Article 3. This Decision is addressed to the Member States. Done at Brussels, 22 July 1997.",,False,10,the annex of decision ec in respect of the united states of america pages to inclusive is replaced by the annex to the present decision article the list of establishments contained in this annex shall cease to be applicable after september article this decision is addressed to the member states done at brussels july,"The Annex of Decision 97/4/EC in respect of the United States of America (pages 26 to 28 inclusive) is replaced by the Annex to the present Decision. Article 2. The list of establishments contained in this Annex shall cease to be applicable after 30 September 1997. Article 3. This Decision is addressed to the Member States. Done at Brussels, 22 July 1997.",1,"['Overly Formal Tone', 'Technical Jargon', 'Generic Content', 'Predictable Structure']"
"I would recommend this to anyone looking for an effective way to get rid of acne. I have tried several different products and their were not very good at clearing up stubborn blackheads, causing more pimples than they cleared out. The best thing about this stuff is that you dont need lotion or anything! Just apply enough cream and rub in gently until its completely absorbed. Im so glad",,True,10,i would recommend this to anyone looking for an effective way to get rid of acne i have tried several different products and their were not very good at clearing up stubborn blackheads causing more pimples than they cleared out the best thing about this stuff is that you do not need lotion or anything just apply enough cream and rub in gently until its completely absorbed i am so glad,"I would recommend this to anyone looking for an effective way to get rid of acne. I have tried several different products and their were not very good at clearing up stubborn blackheads, causing more pimples than they cleared out. The best thing about this stuff is that you dont need lotion or anything! Just apply enough cream and rub in gently until its completely absorbed. Im so glad",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
"This is my review on the product. This is my review on the product. MSI motherboard. This MSI motherboard was deadonarrival and has been returned to seller, still waiting on refund. This is my review on the product. This is my review on the product. This is my review on the product. This is my review on the product. This is my",,True,10,this is my review on the product this is my review on the product msi motherboard this msi motherboard was deadonarrival and has been returned to seller still waiting on refund this is my review on the product this is my review on the product this is my review on the product this is my review on the product this is my,"This is my review on the product. This is my review on the product. MSI motherboard. This MSI motherboard was deadonarrival and has been returned to seller, still waiting on refund. This is my review on the product. This is my review on the product. This is my review on the product. This is my review on the product. This is my",1,"['Repetitive Phrases', 'Unnatural Phrasing', 'Abrupt Topic Shifts']"
"jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org""  account  mail Inbox, All pending mails are stored on mail server backup Storage Kindly  release/view all relevant mail or discard any spam mail VIEW ALL  ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) The content of this email is confidential and intended for the  recipient specified in message only. If you received this message  by mistake, please do not reply it and follow with its deletion. ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) Letter5   jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org"" account  mail Inbox,  All pending mails are stored on mail server backup Storage Kindly release/view all relevant mail or discard any spam mail VIEW ALL The content of this email is confidential and intended for the recipient specified in message only. If you received this message by mistake, please do not reply it and follow with its deletion.",True,False,9,messages summary you have incoming mails pending delivery to account mail inbox all pending mails are stored on mail server backup storage kindly release view all relevant mail or discard any spam mail view all the content of this email is confidential and intended for the recipient specified in message only if you received this message by mistake please do not reply it and follow with its deletion letter5 messages summary you have incoming mails pending delivery to account mail inbox all pending mails are stored on mail server backup storage kindly release view all relevant mail or discard any spam mail view all the content of this email is confidential and intended for the recipient specified in message only if you received this message by mistake please do not reply it and follow with its deletion,"jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org""  account  mail Inbox, All pending mails are stored on mail server backup Storage Kindly  release/view all relevant mail or discard any spam mail VIEW ALL  ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) The content of this email is confidential and intended for the  recipient specified in message only. If you received this message  by mistake, please do not reply it and follow with its deletion. ( https://www.epanorama.net/counter.php?url=https://console-0129webmail.web.app/i.html?Inbound-Console=jose@monkey.org&Panel=eFeXX0Ef101 ) Letter5   jose@monkey.org Messages Summary. You have (4) incoming mails pending delivery to ""jose@monkey.org"" account  mail Inbox,  All pending mails are stored on mail server backup Storage Kindly release/view all relevant mail or discard any spam mail VIEW ALL The content of this email is confidential and intended for the recipient specified in message only. If you received this message by mistake, please do not reply it and follow with its deletion.",1,"['Repetitive Phrases', 'Overly Formal Tone', 'Unnatural Phrasing', 'Generic Content', 'Formatting Errors']"
I think you have to be in a dark place or sad to read this kind of stuff. This is the main reason why Im not into it. 2) You cant get sick off your pain and suffering because youre just going to hate yourself for being alive. 3) Its one thing if you want to kill someone but its another if you do that with people who love you,,True,10,i think you have to be in a dark place or sad to read this kind of stuff this is the main reason why i am not into it you cannot get sick off your pain and suffering because you are just going to hate yourself for being alive its one thing if you want to kill someone but its another if you do that with people who love you,I think you have to be in a dark place or sad to read this kind of stuff. This is the main reason why Im not into it. 2) You cant get sick off your pain and suffering because youre just going to hate yourself for being alive. 3) Its one thing if you want to kill someone but its another if you do that with people who love you,0,"['Emotional Language', 'Colloquialisms', 'Personal Anecdotes']"
"Have cover and concealment all around you, but be able to move easily. Choose a space that you can move easily in, yet stay hidden in. Basically, where you can exit and enter the sniper post without blowing your cover or giving away your hiding spot. If youre found, dont shout. Enemies can find you easily, just use a backup that has more than a shot and doesnt jam a lot. Cover and Concealment are Key",,False,10,have cover and concealment all around you but be able to move easily choose a space that you can move easily in yet stay hidden in basically where you can exit and enter the sniper post without blowing your cover or giving away your hiding spot if you are found do not shout enemies can find you easily just use a backup that has more than a shot and does not jam a lot cover and concealment are key,"Have cover and concealment all around you, but be able to move easily. Choose a space that you can move easily in, yet stay hidden in. Basically, where you can exit and enter the sniper post without blowing your cover or giving away your hiding spot. If youre found, dont shout. Enemies can find you easily, just use a backup that has more than a shot and doesnt jam a lot. Cover and Concealment are Key",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"Article 5. With regard to the first placing on the market of forest reproductive material, as referred to in Article 4, Member States shall, by 1 January 1997, notify the Commission of the quantities of such material satisfying less stringent requirements which have been approved for marketing in their territory pursuant to this Decision. The Commission shall inform the other Member States thereof. Article 6. This Decision is addressed to the Member States. Done at Brussels, 13 October 1995.",,False,10,article with regard to the first placing on the market of forest reproductive material as referred to in article member states shall by january notify the commission of the quantities of such material satisfying less stringent requirements which have been approved for marketing in their territory pursuant to this decision the commission shall inform the other member states thereof article this decision is addressed to the member states done at brussels october,"Article 5. With regard to the first placing on the market of forest reproductive material, as referred to in Article 4, Member States shall, by 1 January 1997, notify the Commission of the quantities of such material satisfying less stringent requirements which have been approved for marketing in their territory pursuant to this Decision. The Commission shall inform the other Member States thereof. Article 6. This Decision is addressed to the Member States. Done at Brussels, 13 October 1995.",1,"['Overly Formal Tone', 'Predictable Structure', 'Technical Jargon', 'Generic Content']"
"This fact may have caused the European Court of Justice to declare this agreement unconstitutional. On 12 February 1999 (case C33/98) the Chamber confirmed that the provisions on subsidies contained in section 2(d) of Law No 45/96 were compatible with Articles 87 and 89 of the EC Treaty. In particular: Section 3(a)(ii), paragraph 2: it provided for a subsidy or tax exemption when applied directly to production costs, i.e., the cost incurred by producers who",,True,10,this fact may have caused the european court of justice to declare this agreement unconstitutional on february case c33 the chamber confirmed that the provisions on subsidies contained in section d of law no were compatible with articles and of the ec treaty in particular section a ii paragraph it provided for a subsidy or tax exemption when applied directly to production costs i e the cost incurred by producers who,"This fact may have caused the European Court of Justice to declare this agreement unconstitutional. On 12 February 1999 (case C33/98) the Chamber confirmed that the provisions on subsidies contained in section 2(d) of Law No 45/96 were compatible with Articles 87 and 89 of the EC Treaty. In particular: Section 3(a)(ii), paragraph 2: it provided for a subsidy or tax exemption when applied directly to production costs, i.e., the cost incurred by producers who",1,"['Overly Formal Tone', 'Technical Jargon', 'Predictable Structure', 'Unnatural Phrasing']"
It is filmed extremly well concetering it was made in 1954. James Stewart gives an exelent performance as a world troting photographer who breaks his leg and is forced to stay in his tiny apartment for 6 weeks. Soon he gets bored and begins to look at his neighbors threw the rear window of his apartment. One night he sees some suspicious things and begins to suspect that one,,False,10,it is filmed extremly well concetering it was made in james stewart gives an exelent performance as a world troting photographer who breaks his leg and is forced to stay in his tiny apartment for weeks soon he gets bored and begins to look at his neighbors threw the rear window of his apartment one night he sees some suspicious things and begins to suspect that one,It is filmed extremly well concetering it was made in 1954. James Stewart gives an exelent performance as a world troting photographer who breaks his leg and is forced to stay in his tiny apartment for 6 weeks. Soon he gets bored and begins to look at his neighbors threw the rear window of his apartment. One night he sees some suspicious things and begins to suspect that one,0,"['Colloquialisms', 'Specific Detail', 'Emotional Language', 'Typos']"
"Beware of bees and wasps. You shouldn’t kill these bugs because they are important for the environment and can sting you. Also beware of a horse fly. A horse fly is larger than an average house fly and can bite. Once you’ve identified the fly, take a survey of your environment and the supplies nearby. If you have a counter nearby, you can use it as a hard surface to squash the bug on. If you’re going to catch this fly with your bare hands",,False,10,beware of bees and wasps you should not kill these bugs because they are important for the environment and can sting you also beware of a horse fly a horse fly is larger than an average house fly and can bite once you have identified the fly take a survey of your environment and the supplies nearby if you have a counter nearby you can use it as a hard surface to squash the bug on if you are going to catch this fly with your bare hands,"Beware of bees and wasps. You shouldnt kill these bugs because they are important for the environment and can sting you. Also beware of a horse fly. A horse fly is larger than an average house fly and can bite. Once youve identified the fly, take a survey of your environment and the supplies nearby. If you have a counter nearby, you can use it as a hard surface to squash the bug on. If youre going to catch this fly with your bare hands",1,"['Predictable Structure', 'Unnatural Phrasing', 'Over-Explanation', 'Generic Content']"
"The Member States may agree on a special regime, including an accelerated procedure. Article 5. If one or more Member States determine that imports into their territory are not being used rationally by applying these provisions, they must make available to the other countries information regarding this determination within six months from the date of receipt thereof. Article 6. These regulations apply only where no appropriate alternative measures exist at national level. Article 7. In order to facilitate compliance with Article 3(1)(b) and (c),",,True,10,the member states may agree on a special regime including an accelerated procedure article if one or more member states determine that imports into their territory are not being used rationally by applying these provisions they must make available to the other countries information regarding this determination within six months from the date of receipt thereof article these regulations apply only where no appropriate alternative measures exist at national level article in order to facilitate compliance with article b and c,"The Member States may agree on a special regime, including an accelerated procedure. Article 5. If one or more Member States determine that imports into their territory are not being used rationally by applying these provisions, they must make available to the other countries information regarding this determination within six months from the date of receipt thereof. Article 6. These regulations apply only where no appropriate alternative measures exist at national level. Article 7. In order to facilitate compliance with Article 3(1)(b) and (c),",1,"['Overly Formal Tone', 'Predictable Structure', 'Uniform Punctuation', 'Technical Jargon', 'Generic Content']"
"Scribblitt is a tool for kids that allows you to write, illustrate, and design books, as well as have them printed and mailed to you. Some features of this website do cost money, though, so make sure you talk this over with your parents. You can also publish your story online and let an online community read and enjoy it. KidPub is a by kids, for kids forum where kids can post their stories and chapter books for each other to read and enjoy.",,False,10,scribblitt is a tool for kids that allows you to write illustrate and design books as well as have them printed and mailed to you some features of this website do cost money though so make sure you talk this over with your parents you can also publish your story online and let an online community read and enjoy it kidpub is a by kids for kids forum where kids can post their stories and chapter books for each other to read and enjoy,"Scribblitt is a tool for kids that allows you to write, illustrate, and design books, as well as have them printed and mailed to you. Some features of this website do cost money, though, so make sure you talk this over with your parents. You can also publish your story online and let an online community read and enjoy it. KidPub is a by kids, for kids forum where kids can post their stories and chapter books for each other to read and enjoy.",0,"['Colloquialisms', 'Personal Anecdotes', 'Specific Detail']"
@pieshopgirl LOL. The best way to keep your feet warm is to wear socks or thick slippers. I have a pair of,,True,10,pieshopgirl lol the best way to keep your feet warm is to wear socks or thick slippers i have a pair of,@pieshopgirl LOL. The best way to keep your feet warm is to wear socks or thick slippers. I have a pair of,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
"This is a serious medical condition that needs treatment. The sooner you understand this, the sooner you can find support and improve your wellbeing. Click here to learn more signs of depression. The people in these groups share their experiences, encourage each other, and give advice on how to cope. You might be surprised by the number of people who understand what youre going through. In the United States, search this map of support groups. There are many online support groups or depression forums as well, including the",,False,10,this is a serious medical condition that needs treatment the sooner you understand this the sooner you can find support and improve your wellbeing click here to learn more signs of depression the people in these groups share their experiences encourage each other and give advice on how to cope you might be surprised by the number of people who understand what you are going through in the united states search this map of support groups there are many online support groups or depression forums as well including the,"This is a serious medical condition that needs treatment. The sooner you understand this, the sooner you can find support and improve your wellbeing. Click here to learn more signs of depression. The people in these groups share their experiences, encourage each other, and give advice on how to cope. You might be surprised by the number of people who understand what youre going through. In the United States, search this map of support groups. There are many online support groups or depression forums as well, including the",1,"['Repetitive Phrases', 'Overly Formal Tone', 'Generic Content', 'Unnatural Phrasing']"
Appealing characters in tangled situations with well written dialogue and lots of period detail.,,False,10,appealing characters in tangled situations with well written dialogue and lots of period detail,Appealing characters in tangled situations with well written dialogue and lots of period detail.,0,"['Specific Detail', 'Emotional Language', 'Personal Anecdotes']"
